"ID","Status","additionalInfo"
"td-event-names","not-impl","Error message can be seen in the children assertions"
"td-event-names_cancellation","not-impl",
"td-event-names_data","pass",
"td-event-names_description","not-impl",
"td-event-names_descriptions","not-impl",
"td-event-names_forms","pass",
"td-event-names_scopes","not-impl",
"td-event-names_security","not-impl",
"td-event-names_subscription","not-impl",
"td-event-names_title","not-impl",
"td-event-names_titles","not-impl",
"td-event-names_uriVariables","not-impl",
"td-event-objects","not-impl","Error message can be seen in the children assertions"
"td-event-objects_cancellation","not-impl",
"td-event-objects_data","pass",
"td-event-objects_subscription","not-impl",
"td-event-response-object","not-impl",
"td-events","pass",
"td-events_existence","pass",
"td-events_uniqueness","pass",
"td-form-protocolbindings","null","not testable with Assertion Tester"
"td-forms-response","not-impl",
"td-integer-type","not-impl",
"td-jsonld-keywords","pass",
"td-jsonld-keywords_at-context","pass",
"td-jsonld-keywords_at-type","pass",
"td-links","not-impl","data should have required property 'links'"
"td-media-type","null","not testable with Assertion Tester"
"td-multi-languages","not-impl","Error message can be seen in the children assertions"
"td-multi-languages_descriptions","not-impl",
"td-multi-languages_titles","not-impl",
"td-number-type","not-impl",
"td-objects","not-impl","Error message can be seen in the children assertions"
"td-objects_securityDefinitions","pass",
"td-objects_version","not-impl","data should have required property 'version'"
"td-op-for-action","not-impl",
"td-op-for-event","pass",
"td-op-for-property","pass",
"td-op-for-thing","not-impl","data should have required property 'forms'"
"td-properties","pass",
"td-properties_existence","pass",
"td-properties_uniqueness","pass",
"td-property-arrays","not-impl","Error message can be seen in the children assertions"
"td-property-arrays_forms","pass",
"td-property-arrays_scopes","not-impl",
"td-property-arrays_security","not-impl",
"td-property-names","not-impl","Error message can be seen in the children assertions"
"td-property-names_const","not-impl",
"td-property-names_description","not-impl",
"td-property-names_descriptions","not-impl",
"td-property-names_enum","not-impl",
"td-property-names_forms","pass",
"td-property-names_items","pass",
"td-property-names_maxItems","not-impl",
"td-property-names_maximum","not-impl",
"td-property-names_minItems","not-impl",
"td-property-names_minimum","not-impl",
"td-property-names_observable","not-impl",
"td-property-names_oneOf","not-impl",
"td-property-names_properties","not-impl",
"td-property-names_readOnly","pass",
"td-property-names_required","not-impl",
"td-property-names_scopes","not-impl",
"td-property-names_security","not-impl",
"td-property-names_title","not-impl",
"td-property-names_titles","not-impl",
"td-property-names_type","pass",
"td-property-names_unit","not-impl",
"td-property-names_uriVariables","not-impl",
"td-property-names_writeOnly","pass",
"td-readOnly-observable-default","null","not testable with Assertion Tester"
"td-readOnly-observable-writeOnly-default","null","not testable with Assertion Tester"
"td-security-binding","null","not testable with Assertion Tester"
"td-security-mandatory","pass",
"td-security-no-extras","null","not testable with Assertion Tester"
"td-security-overrides","not-impl","Error message can be seen in the children assertions"
"td-security-overrides_form","not-impl",
"td-security-overrides_interaction","not-impl",
"td-simple-form","pass",
"td-string-type","pass",
"td-title-description","not-impl","Error message can be seen in the children assertions"
"td-title-description_descriptions","not-impl",
"td-title-description_titles","not-impl",
"td-unique-identifiers","pass",
"td-uriVariables-dataschema","not-impl",
"td-uriVariables-names","not-impl",
"td-version","not-impl","data should have required property 'version'"
"td-version-container","not-impl","data should have required property 'version'"
"td-vocab-actions","not-impl","data should have required property 'actions'"
"td-vocab-alg","not-impl",
"td-vocab-anchor","not-impl",
"td-vocab-authorization","not-impl",
"td-vocab-base","pass",
"td-vocab-cancellation","not-impl",
"td-vocab-const","pass",
"td-vocab-contentType-1","not-impl",
"td-vocab-contentType-2","pass",
"td-vocab-created","not-impl","data should have required property 'created'"
"td-vocab-data","pass",
"td-vocab-description","not-impl",
"td-vocab-descriptions","not-impl",
"td-vocab-enum","not-impl",
"td-vocab-events","pass",
"td-vocab-flow","not-impl",
"td-vocab-format","not-impl",
"td-vocab-forms-1","not-impl","data should have required property 'forms'"
"td-vocab-forms-2","pass",
"td-vocab-href","pass",
"td-vocab-idempotent","not-impl",
"td-vocab-identity","not-impl",
"td-vocab-in","not-impl",
"td-vocab-input","not-impl",
"td-vocab-instance","not-impl","data should have required property 'version'"
"td-vocab-items","pass",
"td-vocab-lastModified","not-impl","data should have required property 'lastModified'"
"td-vocab-links","not-impl","data should have required property 'links'"
"td-vocab-maxItems","not-impl",
"td-vocab-maximum-1","not-impl",
"td-vocab-maximum-2","not-impl",
"td-vocab-minItems","not-impl",
"td-vocab-minimum-1","not-impl",
"td-vocab-minimum-2","not-impl",
"td-vocab-name-1","pass",
"td-vocab-name-2","not-impl",
"td-vocab-observable","not-impl",
"td-vocab-oneOf","not-impl",
"td-vocab-op","pass",
"td-vocab-output","not-impl",
"td-vocab-properties-1","pass",
"td-vocab-properties-2","pass",
"td-vocab-proxy","not-impl",
"td-vocab-qop","not-impl",
"td-vocab-readOnly","pass",
"td-vocab-refresh","not-impl",
"td-vocab-rel","not-impl",
"td-vocab-required","not-impl",
"td-vocab-response","not-impl",
"td-vocab-safe","not-impl",
"td-vocab-scheme","pass",
"td-vocab-scopes","not-impl",
"td-vocab-security-1","pass",
"td-vocab-security-2","not-impl",
"td-vocab-security-3","not-impl",
"td-vocab-securityDefinitions","pass",
"td-vocab-subprotocol","not-impl",
"td-vocab-subscription","not-impl",
"td-vocab-support","not-impl","data should have required property 'support'"
"td-vocab-title","not-impl",
"td-vocab-titles","not-impl",
"td-vocab-token","not-impl",
"td-vocab-type-1","not-impl",
"td-vocab-type-2","pass",
"td-vocab-unit","not-impl",
"td-vocab-uriVariables","not-impl",
"td-vocab-version","not-impl","data should have required property 'version'"
"td-vocab-writeOnly","pass",
"td-vocabulary","pass",
