"ID","Status","additionalInfo"
"td-property-arrays","not-impl","data.properties['FF'] should have required property 'scopes', data.properties['FF'] should have required property 'security', data.properties['SetList'] should have required property 'scopes', data.properties['SetList'] should have required property 'security', data.properties['ProductCode'] should have required property 'scopes', data.properties['ProductCode'] should have required property 'security', data.properties['ManufactureDate'] should have required property 'scopes', data.properties['ManufactureDate'] should have required property 'security', data.properties['IlluminancePercentage'] should have required property 'scopes', data.properties['IlluminancePercentage'] should have required property 'security', data.properties['CheckIPStatus'] should have required property 'scopes', data.properties['CheckIPStatus'] should have required property 'security', data.properties['SpecVersionInfoCode'] should have required property 'scopes', data.properties['SpecVersionInfoCode'] should have required property 'security', data.properties['GetList'] should have required property 'scopes', data.properties['GetList'] should have required property 'security', data.properties['DeviceConnectStatus'] should have required property 'scopes', data.properties['DeviceConnectStatus'] should have required property 'security', data.properties['MakerCode'] should have required property 'scopes', data.properties['MakerCode'] should have required property 'security', data.properties['FaultStatus'] should have required property 'scopes', data.properties['FaultStatus'] should have required property 'security', data.properties['DeviceRunningStatus'] should have required property 'scopes', data.properties['DeviceRunningStatus'] should have required property 'security', data.properties['OperationStatus'] should have required property 'scopes', data.properties['OperationStatus'] should have required property 'security', data.properties['NotifyList'] should have required property 'scopes', data.properties['NotifyList'] should have required property 'security', data.properties['PlaceOfBusinessCode'] should have required property 'scopes', data.properties['PlaceOfBusinessCode'] should have required property 'security'"
"td-property-names","not-impl","Error message can be seen in the children assertions"
"td-property-names_const","not-impl",
"td-property-names_description","not-impl",
"td-property-names_descriptions","not-impl",
"td-property-names_enum","pass",
"td-property-names_forms","pass",
"td-property-names_items","not-impl",
"td-property-names_maxItems","not-impl",
"td-property-names_maximum1","not-impl",
"td-property-names_maximum2","not-impl",
"td-property-names_minItems","not-impl",
"td-property-names_minimum1","not-impl",
"td-property-names_minimum2","not-impl",
"td-property-names_observable","pass",
"td-property-names_oneOf","not-impl",
"td-property-names_properties","not-impl",
"td-property-names_readOnly","pass",
"td-property-names_required","not-impl",
"td-property-names_scopes","not-impl",
"td-property-names_security","not-impl",
"td-property-names_title","not-impl",
"td-property-names_titles","not-impl",
"td-property-names_type","pass",
"td-property-names_unit","not-impl",
"td-property-names_uriVariables","not-impl",
"td-property-names_writeOnly","pass",
"td-readOnly-observable-default","null","not testable with Assertion Tester"
"td-readOnly-observable-writeOnly-default","null","not testable with Assertion Tester"
"td-security-binding","null","not testable with Assertion Tester"
"td-security-mandatory","pass",
"td-security-no-extras","null","not testable with Assertion Tester"
"td-security-overrides","not-impl","Error message can be seen in the children assertions"
"td-security-overrides_form","not-impl",
"td-security-overrides_interaction","not-impl",
"td-simple-form","pass",
"td-string-type","pass",
"td-title-description","not-impl","Error message can be seen in the children assertions"
"td-title-description_descriptions","not-impl",
"td-title-description_titles","not-impl",
"td-unique-identifiers","pass",
"td-uriVariables-dataschema","not-impl",
"td-uriVariables-names","not-impl",
"td-version","not-impl","data should have required property 'version'"
"td-version-container","not-impl","data should have required property 'version'"
"td-vocab-actions","not-impl","data should have required property 'actions'"
"td-vocab-alg","not-impl",
"td-vocab-anchor","not-impl","data should have required property 'links'"
"td-vocab-authorization","not-impl",
"td-vocab-base","pass",
"td-vocab-cancellation","not-impl","data should have required property 'events'"
"td-vocab-const","not-impl",
"td-vocab-contentType-1","not-impl",
"td-vocab-contentType-2","not-impl",
"td-vocab-created","not-impl","data should have required property 'created'"
"td-vocab-data","not-impl","data should have required property 'events'"
"td-vocab-description","not-impl","Error message can be seen in the children assertions"
"td-vocab-description","not-impl",
"td-vocab-description_security","not-impl",
"td-vocab-descriptions","not-impl",
"td-vocab-enum","pass",
"td-vocab-events","not-impl","data should have required property 'events'"
"td-vocab-flow","not-impl",
"td-vocab-format","not-impl",
"td-vocab-forms-1","not-impl","data should have required property 'forms'"
"td-vocab-forms-2","pass",
"td-vocab-href","pass",
"td-vocab-idempotent","not-impl","data should have required property 'actions'"
"td-vocab-identity","not-impl",
"td-vocab-in","not-impl",
"td-vocab-input","not-impl","data should have required property 'actions'"
"td-vocab-instance","not-impl","data should have required property 'version'"
"td-vocab-items","not-impl",
"td-vocab-lastModified","not-impl","data should have required property 'lastModified'"
"td-vocab-links","not-impl","data should have required property 'links'"
"td-vocab-maxItems","not-impl",
"td-vocab-maximum-1","not-impl",
"td-vocab-maximum-2","not-impl",
"td-vocab-minItems","not-impl",
"td-vocab-minimum-1","not-impl",
"td-vocab-minimum-2","not-impl",
"td-vocab-name-1","pass",
"td-vocab-name-2","not-impl",
"td-vocab-observable","pass",
"td-vocab-oneOf","not-impl",
"td-vocab-op","not-impl",
"td-vocab-output","not-impl","data should have required property 'actions'"
"td-vocab-properties-1","pass",
"td-vocab-properties-2","not-impl",
"td-vocab-proxy","not-impl",
"td-vocab-qop","not-impl",
"td-vocab-readOnly","pass",
"td-vocab-refresh","not-impl",
"td-vocab-rel","not-impl","data should have required property 'links'"
"td-vocab-required","not-impl",
"td-vocab-response","not-impl",
"td-vocab-safe","not-impl","data should have required property 'actions'"
"td-vocab-scheme","pass",
"td-vocab-scopes","not-impl",
"td-vocab-security-1","pass",
"td-vocab-security-2","not-impl",
"td-vocab-security-3","not-impl","data should be equal to constant, data should match ""else"" schema, data should match ""else"" schema, data should match ""else"" schema, data should match ""else"" schema"
"td-vocab-securityDefinitions","pass",
"td-vocab-subprotocol","not-impl",
"td-vocab-subscription","not-impl","data should have required property 'events'"
"td-vocab-support","not-impl","data should have required property 'support'"
"td-vocab-title","not-impl",
"td-vocab-titles","not-impl",
"td-vocab-token","not-impl",
"td-vocab-type-1","not-impl","data should have required property 'links'"
"td-vocab-type-2","pass",
"td-vocab-unit","not-impl",
"td-vocab-uriVariables","not-impl",
"td-vocab-version","not-impl","data should have required property 'version'"
"td-vocab-writeOnly","pass",
"td-vocabulary","pass",
